gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
1,1,0,0,20,1,0,1,0,0,0,0,2,2,0,0,2,89.95,1124
0,0,1,0,41,1,2,1,2,2,2,2,2,2,0,1,0,113.6,3902
1,1,0,0,3,0,1,0,0,0,2,0,0,2,0,1,2,41.15,583
1,0,0,0,15,0,1,0,0,0,2,0,2,2,1,0,2,50.75,5426
1,0,0,0,22,1,2,1,0,2,0,0,0,0,0,1,2,79.35,1238
1,0,0,0,18,1,2,1,0,2,0,0,0,0,0,1,2,80.65,838
0,0,0,0,9,1,2,1,0,0,2,0,2,2,0,0,1,98.3,6377
1,0,0,0,26,1,0,1,0,2,0,0,0,0,1,0,0,75.5,1647
1,1,0,0,71,1,2,1,0,2,0,2,2,2,1,0,0,105.75,5705
0,0,0,0,16,1,0,2,1,1,1,1,1,1,1,0,3,19.05,2835
0,1,1,0,72,1,2,0,2,2,2,2,2,2,2,0,1,89.1,5129
1,0,0,0,42,1,2,2,1,1,1,1,1,1,1,0,2,25.05,6439
1,0,1,1,47,1,0,1,2,2,2,0,0,2,1,1,2,96.1,3730
1,0,1,0,66,1,2,0,2,2,2,0,0,0,2,1,1,66.1,3763
1,0,0,0,5,1,0,0,0,0,0,2,0,0,0,1,2,49.2,1777
1,0,0,0,4,0,1,0,0,0,2,0,0,0,0,1,2,29.65,337
0,0,1,1,42,1,0,2,1,1,1,1,1,1,1,1,2,19.05,5829
1,0,1,0,69,0,1,0,0,2,2,2,2,2,1,1,1,60.8,3631
1,0,0,0,60,1,2,1,2,2,2,2,2,2,1,1,1,116.6,5543
0,0,0,0,12,1,0,2,1,1,1,1,1,1,1,1,0,19.35,1807
1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,2,45.35,747
1,0,0,0,54,1,0,1,2,2,0,2,2,2,1,1,1,105.4,4672
1,0,0,1,6,1,0,2,1,1,1,1,1,1,0,1,3,20.2,6500
1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.05,3589
1,1,0,0,57,1,2,1,2,0,0,2,0,2,2,0,2,93.75,4659
0,0,0,0,63,1,0,2,1,1,1,1,1,1,2,1,3,20.6,543
0,0,1,1,41,1,2,1,2,2,0,0,2,0,0,1,0,94.3,3334
1,0,0,0,25,1,0,1,0,0,2,2,2,2,2,0,0,99.3,2174
0,0,0,0,65,1,0,0,2,2,2,2,2,2,2,1,0,84.85,4533
0,0,0,0,54,1,0,2,1,1,1,1,1,1,2,0,3,20.1,154
1,0,1,0,61,1,0,1,0,2,2,2,0,2,0,0,1,94.15,4736
1,0,1,1,19,1,0,2,1,1,1,1,1,1,1,0,3,19.8,2980
0,0,0,0,12,1,0,2,1,1,1,1,1,1,0,0,0,19.45,1906
0,0,1,1,18,1,2,2,1,1,1,1,1,1,2,1,1,24.65,3987
1,0,1,1,68,1,0,1,2,2,0,2,0,2,2,0,0,95.1,5304
0,0,1,1,10,1,2,1,2,0,0,0,2,2,0,1,2,100.25,124
1,1,1,0,20,1,2,1,0,0,0,0,2,2,0,1,2,94.55,1474
1,0,1,0,42,1,2,1,0,2,2,2,0,2,0,1,2,99.45,3532
1,0,0,0,45,0,1,0,2,0,2,2,0,0,1,0,0,42.3,1400
1,0,1,0,72,1,2,1,2,2,2,2,2,2,2,0,0,115.15,6158
0,1,0,0,35,1,2,1,2,2,2,2,2,2,1,1,0,110.8,3283
1,0,1,1,72,1,2,1,0,2,0,0,2,0,1,1,2,89.7,5256
0,0,0,0,8,1,2,1,0,0,2,0,2,2,0,1,2,99.65,6104
0,0,0,0,37,1,0,0,0,0,0,0,2,2,0,1,2,64.75,1980
0,0,0,0,21,1,0,1,0,2,2,2,2,2,1,1,3,104.55,1873
0,0,1,0,71,1,2,0,0,0,2,2,2,2,2,1,0,80.45,4683
1,0,0,0,40,1,0,0,2,0,2,0,0,2,0,0,2,67.45,2379
1,0,0,0,10,1,0,0,2,0,0,2,2,0,0,0,0,62.25,4996
0,1,1,0,25,1,0,1,0,2,2,0,0,2,0,0,0,88.4,1810
0,0,1,1,41,1,0,0,2,0,0,2,2,2,1,1,1,74.7,2771
1,1,0,0,19,1,0,1,0,0,2,0,2,2,0,1,1,95.9,1303
0,1,1,0,23,1,0,1,2,0,0,0,2,2,0,1,2,95.1,1962
1,0,1,0,57,1,2,1,0,0,2,2,2,2,2,0,2,107.95,4890
0,0,1,0,2,1,2,1,0,0,0,0,2,0,0,1,2,84.05,616
0,0,0,0,70,1,0,0,2,0,2,2,2,2,2,0,0,79.6,4627
1,0,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,88.35,6282
1,0,1,0,70,1,0,1,2,2,2,2,2,2,1,1,0,109.5,5789
0,0,1,0,72,1,2,1,2,2,2,2,0,0,2,1,0,97.0,5574
1,1,0,0,25,1,2,1,0,2,2,0,2,2,0,0,3,105.95,2303
1,0,0,0,23,1,2,1,0,0,2,2,2,2,0,1,3,104.05,2121
1,0,0,0,65,1,0,2,1,1,1,1,1,1,2,1,1,19.55,402
1,0,0,1,25,1,0,2,1,1,1,1,1,1,0,0,3,20.8,3909
0,1,1,0,15,1,2,1,0,0,2,2,0,0,0,1,2,83.05,469
1,1,1,0,41,0,1,0,0,2,2,0,2,2,0,1,2,53.95,1851
0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,2,54.65,4489
1,0,0,0,48,1,2,0,2,0,0,2,0,2,1,1,0,70.95,3137
1,0,1,1,4,1,0,0,0,0,0,2,0,2,0,0,1,61.45,1931
1,0,0,0,17,1,0,2,1,1,1,1,1,1,1,1,0,19.65,3044
0,1,0,0,42,1,2,1,0,2,2,0,2,2,0,1,0,104.75,3679
1,0,1,1,49,0,1,0,2,0,0,0,0,2,0,1,2,39.2,1393
1,0,0,0,21,1,0,2,1,1,1,1,1,1,2,0,3,19.6,3343
1,0,1,1,60,1,2,1,2,0,2,2,2,2,2,1,2,110.6,5255
1,0,0,0,58,1,2,2,1,1,1,1,1,1,2,1,1,24.45,931
1,0,0,0,31,1,0,2,1,1,1,1,1,1,2,0,3,20.45,5143
0,0,1,0,61,1,2,1,0,0,0,2,2,2,1,0,0,101.15,5148
1,0,1,1,64,1,2,1,0,0,2,0,0,2,1,0,1,90.25,4660
0,0,1,1,61,0,1,0,0,2,2,2,2,2,2,1,0,61.45,3223
1,0,1,0,67,1,2,0,2,2,2,2,0,0,2,0,1,70.9,3959
1,0,1,0,55,1,2,2,1,1,1,1,1,1,2,0,0,25.7,823
0,0,1,0,20,1,0,2,1,1,1,1,1,1,1,1,3,20.0,3558
1,0,0,0,11,1,0,1,2,0,2,0,0,0,0,1,0,79.5,5995
0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,116.8,6193
0,0,1,1,57,1,2,0,2,0,2,2,2,2,2,1,2,84.5,4086
1,1,0,0,70,0,1,0,0,2,2,0,2,0,1,1,1,44.05,2610
0,0,0,0,68,1,2,1,2,2,0,2,2,2,2,0,1,110.25,5653
1,0,0,0,1,1,0,1,2,0,0,0,0,2,0,1,3,84.6,6175
1,0,1,0,47,1,2,1,0,2,0,0,0,0,1,1,2,78.9,3157
0,0,0,0,15,1,2,0,2,0,0,0,0,2,0,1,0,64.65,6519
0,0,1,1,69,1,0,2,1,1,1,1,1,1,1,1,1,20.35,822
0,0,0,0,3,1,0,0,2,2,0,0,0,0,0,0,2,55.35,1126
0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,3,19.45,1483
1,0,0,0,33,1,0,1,2,0,0,2,2,0,2,1,2,88.95,2632
1,0,1,1,53,1,2,0,2,2,0,0,0,2,2,0,0,69.7,3175
0,1,0,0,20,1,0,1,0,0,0,0,2,0,0,0,0,80.7,1077
1,1,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,93.55,6393
1,0,0,0,10,1,0,1,2,0,2,0,2,2,1,1,2,98.9,125
0,0,0,0,32,1,0,2,1,1,1,1,1,1,0,0,0,19.9,4921
1,1,0,0,56,1,2,1,0,0,2,0,2,2,0,1,2,101.05,4629
0,0,1,0,71,1,0,2,1,1,1,1,1,1,2,0,1,19.1,670
0,1,1,0,13,1,0,1,0,0,0,0,0,0,0,1,2,70.15,6358
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.1,3341
1,0,0,0,17,1,2,1,0,0,2,2,0,2,0,1,0,95.65,1116
1,0,0,0,2,1,0,0,2,0,2,0,0,0,0,1,3,55.1,249
0,0,1,0,72,1,2,1,0,2,2,0,2,2,1,1,2,101.35,5681
1,0,0,0,26,0,1,0,2,0,0,2,2,2,1,0,1,54.55,657
1,0,1,1,5,1,2,2,1,1,1,1,1,1,0,1,0,25.9,638
1,0,0,0,3,1,2,1,0,0,2,0,2,2,0,1,2,100.95,2858
0,0,0,0,26,1,2,1,0,0,2,0,0,0,0,1,2,80.7,1813
0,0,1,1,59,1,2,0,2,2,0,2,0,0,1,0,3,65.5,3260
0,0,1,1,27,1,0,0,0,2,0,0,0,0,0,0,3,49.85,607
1,0,1,0,57,1,2,1,2,2,2,2,2,0,0,1,2,103.05,4860
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,44.1,3736
0,0,0,0,37,1,0,2,1,1,1,1,1,1,1,1,2,19.8,5474
0,0,0,0,6,1,0,0,2,0,0,0,0,0,0,1,2,49.45,2730
1,0,0,0,18,1,0,1,0,0,0,2,0,0,0,1,0,75.9,673
1,0,1,1,19,1,2,1,0,0,0,2,2,2,1,1,2,100.95,1451
0,0,1,1,67,1,2,0,2,0,0,0,2,2,2,1,2,75.5,4379
1,1,1,0,34,1,0,1,0,0,0,0,0,0,0,0,1,71.55,2076
0,0,0,0,22,1,0,0,2,0,0,0,0,0,0,1,1,48.8,103
1,0,0,0,52,1,0,1,2,0,2,0,2,0,1,0,2,91.25,4006
1,0,1,0,56,0,1,0,0,0,2,2,2,2,1,1,0,54.05,2553
1,1,0,0,18,1,2,1,0,0,0,0,2,2,0,1,2,95.45,1274
1,1,1,1,56,1,2,1,2,0,2,0,2,2,1,1,0,104.55,4778
1,0,0,0,4,1,0,1,0,0,2,2,0,2,0,1,2,90.4,3083
0,0,1,0,64,1,2,1,2,2,2,2,2,2,1,1,2,115.0,5711
1,0,1,0,61,1,2,0,0,2,2,0,2,2,2,0,0,80.9,4184
0,1,1,0,71,1,0,1,2,2,2,2,2,0,2,1,2,99.4,5608
1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,1,69.8,620
1,1,0,0,64,1,2,1,0,0,2,2,2,2,1,0,2,102.1,5306
1,0,0,0,45,1,2,1,2,0,2,2,2,2,0,1,1,108.45,4200
1,0,0,0,18,1,2,2,1,1,1,1,1,1,1,0,3,23.75,3618
1,0,1,1,66,1,2,2,1,1,1,1,1,1,1,1,1,25.7,1216
1,0,0,0,37,0,1,0,2,2,0,2,0,0,2,1,3,40.55,714
1,0,0,1,39,1,2,2,1,1,1,1,1,1,2,0,3,25.0,10
1,0,0,0,25,1,2,1,0,0,0,0,0,2,0,1,2,84.8,1675
1,0,1,0,22,1,0,1,0,0,2,0,2,0,0,1,0,87.0,1416
1,0,1,0,10,1,0,2,1,1,1,1,1,1,1,0,0,19.6,1469
0,0,1,0,20,1,0,2,1,1,1,1,1,1,1,0,3,20.35,3361
1,1,1,0,8,1,0,0,0,0,2,2,0,2,0,1,1,64.4,4788
0,0,1,0,49,1,2,0,0,0,0,0,0,0,0,1,1,52.15,2235
0,1,1,0,65,1,0,1,0,2,2,2,2,2,2,1,1,105.85,5334
1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.2,3814
1,0,1,0,5,1,0,1,0,0,2,0,2,2,0,1,2,94.45,4211
0,1,1,0,72,1,2,1,2,2,2,2,0,0,2,1,0,96.6,5394
0,0,1,0,72,1,2,1,0,2,2,2,2,2,2,1,2,110.15,6012
0,0,0,0,53,1,0,1,0,2,2,0,2,2,1,1,3,100.3,4360
1,0,0,0,21,1,2,1,0,0,0,0,0,0,0,0,3,75.3,1022
0,1,1,1,70,1,2,1,0,2,2,2,2,2,1,1,2,107.9,5761
0,0,1,1,33,1,2,1,2,0,2,0,2,2,1,1,3,103.7,3000
0,0,0,0,23,1,2,1,0,0,0,0,0,0,0,0,0,75.6,1280
1,0,1,1,45,1,0,0,2,0,0,2,0,0,2,0,0,54.65,2211
0,0,1,1,35,1,0,2,1,1,1,1,1,1,1,0,3,19.65,5557
1,0,0,0,16,1,0,2,1,1,1,1,1,1,0,0,0,20.25,2845
0,0,1,0,49,1,2,1,2,2,2,2,0,2,2,0,1,106.65,4341
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.3,1481
1,0,1,0,61,1,2,0,2,2,2,2,0,2,2,1,0,80.8,4104
1,1,1,1,68,1,0,2,1,1,1,1,1,1,1,0,0,19.5,361
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.75,1489
0,0,0,0,60,0,1,0,2,0,2,0,2,2,2,0,2,53.6,2814
1,0,1,1,53,1,2,2,1,1,1,1,1,1,2,0,1,25.55,606
0,1,0,0,28,1,2,1,0,0,2,2,2,2,0,1,2,103.3,2495
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,69.65,834
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.2,5505
0,0,0,0,16,1,2,1,0,0,0,0,0,0,0,0,2,72.65,362
0,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,0,20.1,852
0,0,0,0,6,1,0,0,2,2,0,0,0,0,0,0,3,55.15,2803
1,0,0,0,3,1,0,1,0,2,2,2,2,2,0,1,2,107.95,2762
1,0,1,1,49,1,0,1,0,2,2,0,2,0,0,1,1,90.4,3808
0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,3,50.45,4228
1,0,1,0,50,1,2,1,2,2,0,0,0,2,0,1,1,94.4,4164
0,1,1,1,12,0,1,0,0,0,0,2,0,0,0,1,3,29.3,3077
1,1,1,0,32,1,0,1,0,0,0,0,0,2,0,1,1,80.3,2130
1,0,1,1,68,1,0,1,2,2,2,0,2,2,2,1,1,103.25,5554
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.8,1622
1,0,0,0,40,0,1,0,0,2,0,2,0,0,1,0,1,36.0,692
1,0,0,0,5,1,0,0,0,2,0,0,0,0,0,1,2,51.35,2268
1,0,1,0,72,1,2,0,2,2,2,2,0,2,2,0,0,78.85,4758
0,0,0,0,1,1,0,1,0,0,2,0,2,0,0,1,2,85.45,6210
0,0,1,0,58,1,2,1,2,2,0,2,2,2,2,1,1,109.1,5155
0,0,0,0,24,1,2,2,1,1,1,1,1,1,1,0,0,24.6,4945
0,1,1,0,3,1,0,1,0,0,0,2,2,0,0,1,3,83.9,2324
0,0,1,1,62,1,0,2,1,1,1,1,1,1,2,0,0,20.3,539
1,0,1,1,72,1,2,1,0,2,2,2,2,2,2,0,1,110.9,5986
0,1,1,0,50,1,0,1,0,0,0,0,0,0,0,1,2,71.05,2984
1,0,1,1,66,1,0,2,1,1,1,1,1,1,2,0,1,20.0,674
1,0,1,1,40,1,2,1,0,0,2,0,0,0,0,1,2,81.2,2859
1,0,1,0,40,1,2,0,0,2,0,2,2,0,1,0,1,70.75,2526
1,0,1,1,67,1,0,1,0,2,2,2,2,2,2,0,0,103.15,5439
0,1,0,0,56,1,2,1,0,2,2,0,2,2,0,0,2,104.75,4811
0,0,1,1,64,1,0,2,1,1,1,1,1,1,2,0,3,20.2,510
1,1,0,0,20,1,2,1,0,0,0,0,2,0,0,1,2,84.35,1265
1,1,1,0,71,1,0,1,0,2,2,2,0,2,2,1,1,95.5,5323
1,0,1,1,41,1,2,0,2,2,2,0,2,0,0,1,1,74.55,2626
1,0,1,1,72,0,1,0,2,0,2,2,2,0,2,0,3,48.9,3055
1,0,1,1,18,0,1,0,0,2,2,0,2,0,1,0,1,46.4,6071
1,1,1,0,71,1,0,0,2,2,0,2,2,0,1,1,0,71.0,4244
1,0,1,0,46,1,0,0,2,2,2,2,0,0,2,0,3,65.65,2649
0,0,1,1,46,1,0,2,1,1,1,1,1,1,2,0,0,20.25,6305
1,0,0,0,57,1,0,0,0,2,0,2,0,0,1,1,3,54.65,2726
0,0,0,0,68,1,2,0,0,2,2,0,2,2,2,1,2,80.65,4458
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,25.15,2150
1,0,1,0,38,1,0,2,1,1,1,1,1,1,2,0,0,20.4,5742
0,1,1,0,32,1,2,1,0,0,2,0,0,0,0,0,3,79.3,2228
0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,2,45.0,6303
1,0,0,0,10,1,0,1,0,0,0,0,0,0,0,0,3,70.15,5695
0,0,1,0,72,1,0,2,1,1,1,1,1,1,2,0,0,19.4,893
0,0,1,1,65,1,2,1,0,2,2,2,2,2,2,1,1,110.8,5641
1,0,0,0,21,1,2,1,0,0,0,0,0,2,0,1,2,84.1,1246
0,0,1,0,67,1,0,2,1,1,1,1,1,1,2,0,3,19.65,605
0,0,0,0,12,1,2,0,0,0,0,2,2,2,1,1,3,75.85,6222
0,1,0,0,25,1,2,1,2,2,0,0,2,2,0,1,3,102.8,2316
0,1,0,0,8,1,2,1,0,0,0,0,0,2,0,0,2,85.2,5475
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,19.45,1483
0,0,1,1,65,1,2,0,0,2,0,2,2,2,2,1,0,79.4,4292
0,1,0,0,2,1,0,0,2,2,0,0,0,0,0,0,3,54.85,79
0,0,1,1,62,0,1,0,2,2,0,2,2,0,2,0,0,48.7,2605
1,0,0,0,36,1,2,1,0,0,0,0,0,2,0,1,2,84.9,2663
0,0,0,0,38,1,0,2,1,1,1,1,1,1,1,0,3,19.3,5800
1,0,1,1,57,1,0,0,2,2,0,2,0,0,1,0,3,59.6,3042
1,0,0,0,32,1,0,2,1,1,1,1,1,1,1,0,1,20.35,5553
1,0,0,0,44,1,2,1,0,0,2,0,0,2,0,1,3,90.4,3475
1,0,0,0,2,1,2,0,0,2,0,0,0,0,0,1,3,54.4,269
0,0,0,0,41,1,2,1,2,2,2,2,2,2,0,1,0,114.5,3854
0,0,1,1,14,1,2,1,0,2,0,0,0,2,0,1,0,90.9,472
0,0,1,0,56,1,2,1,0,0,0,0,2,0,0,1,0,85.6,4152
0,1,1,0,7,1,2,1,0,0,0,0,0,2,0,1,2,84.55,5190
1,0,0,0,11,1,0,2,1,1,1,1,1,1,0,1,1,20.45,2008
0,0,0,0,13,1,0,2,1,1,1,1,1,1,1,0,3,20.2,2375
0,0,1,0,71,1,2,1,0,2,2,0,2,2,2,1,0,105.15,5805
1,0,0,0,22,1,2,2,1,1,1,1,1,1,0,1,1,24.85,4180
1,0,0,0,42,1,2,1,2,2,2,0,0,2,1,1,2,99.0,3653
0,0,0,1,15,1,0,2,1,1,1,1,1,1,1,0,3,19.65,2349
1,0,1,1,69,1,0,1,0,2,0,2,2,0,2,1,3,92.15,5202
0,0,1,1,23,1,0,1,0,0,2,0,0,0,0,1,1,75.3,1202
1,0,0,0,19,1,0,1,0,2,0,0,0,0,0,1,1,73.85,784
0,0,1,1,63,1,0,0,2,0,0,0,0,0,2,1,0,50.65,2804
1,0,1,1,68,1,0,0,0,0,2,2,2,2,2,1,0,72.95,4196
1,0,1,0,1,1,0,1,0,0,0,0,2,0,0,1,2,80.55,6021
0,0,1,0,18,0,1,0,0,0,2,0,2,0,0,1,2,39.05,5311
0,0,1,0,71,0,1,0,0,2,2,2,2,2,2,0,0,58.25,3541
0,0,1,1,15,1,0,2,1,1,1,1,1,1,1,0,1,20.35,2909
1,0,1,1,8,1,0,2,1,1,1,1,1,1,2,0,3,19.7,548
1,1,0,0,21,1,0,1,0,0,2,0,2,2,0,1,0,96.8,1663
0,0,0,0,6,1,2,1,0,2,0,0,2,0,0,1,2,89.75,4584
1,1,1,0,69,0,1,0,0,0,2,0,0,0,1,1,1,29.8,1754
1,0,1,1,68,0,1,0,2,2,2,2,0,2,2,1,3,56.4,3372
0,0,1,0,1,1,0,2,1,1,1,1,1,1,0,1,0,20.3,1612
1,0,1,1,62,1,0,2,1,1,1,1,1,1,1,0,0,19.95,447
1,0,1,1,38,1,2,0,0,2,2,0,2,2,1,0,1,78.95,2470
1,0,0,0,5,1,2,1,0,2,2,0,0,0,0,1,2,85.3,3616
1,1,1,0,3,1,2,1,0,0,0,0,2,2,0,1,2,94.6,2418
0,0,0,0,45,1,2,1,2,2,2,2,2,2,0,1,2,115.65,4315
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.95,1625
0,1,0,0,9,1,0,1,0,0,2,0,0,0,0,0,1,75.5,5136
0,0,1,0,20,1,0,1,0,0,0,0,0,0,0,1,0,69.8,979
0,1,0,0,54,1,2,1,0,2,0,0,0,0,0,1,2,79.5,3711
1,0,0,0,20,1,0,2,1,1,1,1,1,1,2,1,3,19.7,3581
1,0,0,0,48,1,2,1,0,2,2,0,2,2,2,1,0,108.1,4285
1,1,1,0,54,0,1,0,0,0,0,0,0,0,0,1,0,24.95,661
0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,2,50.1,4225
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,43.8,3659
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.55,1485
1,0,0,0,48,1,0,2,1,1,1,1,1,1,1,0,0,19.95,11
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.55,1485
0,0,1,0,37,1,2,0,0,2,0,2,0,2,1,0,3,72.1,2308
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.1,1477
1,0,1,1,39,1,2,2,1,1,1,1,1,1,2,0,3,25.2,6506
0,0,0,0,4,1,0,0,0,0,0,0,2,0,0,0,1,55.5,1905
0,0,1,1,33,1,2,2,1,1,1,1,1,1,1,0,1,24.15,6025
1,0,0,0,18,1,0,2,1,1,1,1,1,1,0,0,3,19.25,2874
1,0,1,0,4,1,0,0,0,0,0,2,0,0,0,0,3,50.05,1326
1,0,0,1,56,1,0,2,1,1,1,1,1,1,1,1,3,21.2,437
0,0,0,0,17,1,0,1,0,0,0,0,0,0,0,1,2,70.0,274
1,0,0,0,50,1,0,1,2,2,2,2,0,0,1,1,1,90.1,3878
1,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,0,20.3,736
1,0,0,0,10,1,2,1,0,0,0,0,0,0,0,0,2,75.05,5941
0,0,1,1,25,1,0,2,1,1,1,1,1,1,2,0,3,20.1,4100
0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,0,1,25.05,1447
0,0,1,1,20,1,2,2,1,1,1,1,1,1,0,1,0,25.55,4288
1,0,1,0,14,1,2,1,0,0,0,0,2,0,0,1,2,86.1,431
1,0,0,1,62,1,0,0,2,2,0,0,0,0,1,0,0,56.15,3022
1,0,0,1,8,0,1,0,0,0,0,0,0,0,0,0,3,25.5,1766
1,1,0,0,54,1,2,1,0,2,0,0,0,2,0,1,2,90.05,4183
0,0,0,0,61,1,2,1,2,2,2,2,2,2,1,1,2,118.6,5700
0,0,1,1,67,0,1,0,0,2,2,2,2,2,2,1,2,59.55,3494
1,1,0,0,49,1,2,0,2,2,2,2,0,2,2,0,1,81.35,3473
1,0,1,0,66,1,2,0,2,2,2,2,2,2,2,0,0,91.7,4963
1,0,1,0,47,1,2,1,0,2,2,0,2,2,0,1,2,104.1,4320
1,0,0,0,21,0,1,0,0,2,0,2,0,0,0,1,3,36.0,5916
1,0,0,0,51,1,0,1,0,2,2,0,2,2,0,1,2,99.0,4268
0,1,0,0,22,1,0,1,2,2,0,0,0,0,0,0,2,81.7,1375
1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,3,20.7,4704
0,0,0,0,64,1,2,1,0,2,2,2,2,2,2,1,1,110.5,5551
0,0,0,0,67,0,1,0,0,0,2,2,2,2,0,1,1,53.4,3097
1,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,3,25.4,1337
1,0,0,1,37,1,0,0,2,2,0,2,0,0,2,0,1,61.45,1942
0,1,1,0,37,1,0,2,1,1,1,1,1,1,1,0,3,19.6,5651
1,1,0,0,41,1,2,1,0,0,2,0,2,2,0,1,2,98.4,3577
1,0,1,0,65,1,2,1,2,0,2,0,2,2,0,1,2,104.25,5386
1,0,1,0,47,1,0,2,1,1,1,1,1,1,1,0,0,19.9,6427
0,0,0,0,26,1,2,1,0,0,0,0,0,0,0,1,0,74.95,1387
1,0,0,0,9,1,2,1,0,0,0,0,2,0,0,1,2,85.35,5815
0,0,1,1,60,1,0,0,0,2,2,2,2,2,2,1,0,80.6,4191
1,1,1,0,1,1,2,1,0,0,0,0,2,0,0,1,2,86.05,6240
0,0,0,0,62,0,1,0,0,2,2,0,0,2,2,1,1,43.6,2387
0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,1,3,69.25,3574
0,0,0,0,53,1,2,1,2,2,2,0,2,0,1,0,3,98.6,4444
0,0,1,0,32,1,0,1,2,0,0,0,0,0,0,1,0,75.5,1961
1,0,0,0,67,1,2,1,2,2,2,2,2,2,1,1,0,118.35,5921
0,0,0,0,15,1,2,2,1,1,1,1,1,1,0,1,1,25.4,3407
1,0,0,0,49,0,1,0,0,0,2,0,0,0,0,1,0,30.2,839
0,0,1,1,22,1,0,0,0,2,0,2,0,0,0,0,2,55.15,377
1,0,1,0,64,1,2,1,0,2,0,2,2,2,2,1,2,105.25,5392
1,0,0,0,21,1,2,1,0,2,0,0,0,0,0,1,2,82.35,1418
0,1,1,0,12,1,2,1,0,2,2,0,2,0,0,1,2,98.1,120
0,0,1,0,43,1,2,1,2,2,0,0,0,2,0,1,2,94.1,3496
1,0,1,1,66,1,0,2,1,1,1,1,1,1,1,1,2,20.35,652
0,0,1,0,44,1,2,1,0,0,0,0,2,2,0,1,2,96.1,3707
0,1,0,0,17,1,0,2,1,1,1,1,1,1,1,0,3,20.65,2867
0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,3,50.1,4225
1,1,0,0,51,1,2,1,0,0,2,0,2,2,0,1,2,97.8,4162
1,0,0,0,9,1,0,2,1,1,1,1,1,1,0,0,3,20.25,1308
0,0,0,0,64,1,2,1,0,0,2,0,2,2,1,1,1,100.05,5070
1,0,1,0,8,1,0,1,2,0,0,0,0,0,0,1,3,75.0,5250
1,0,1,1,57,1,2,1,0,0,0,0,0,0,0,1,2,74.3,3437
0,0,0,0,59,1,2,0,2,0,0,2,0,2,1,0,0,68.7,3480
1,0,1,0,64,1,2,0,2,0,0,0,2,0,1,1,1,66.15,3731
0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,3,19.4,1482
0,0,1,1,72,1,2,0,2,0,2,2,2,2,2,1,1,85.9,4993
1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,2,80.5,6020
1,1,0,0,51,1,2,2,1,1,1,1,1,1,1,0,0,25.0,475
0,0,1,0,42,1,2,1,0,0,2,2,0,0,0,1,2,84.3,3107
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,20.3,1612
0,0,1,0,56,1,2,1,0,0,2,2,2,2,2,0,0,103.2,4744
1,0,0,0,39,1,2,1,2,2,0,0,2,2,0,1,2,106.4,3457
1,0,0,1,25,0,1,0,2,0,0,0,2,0,1,1,1,40.65,6486
1,1,1,1,71,1,2,0,0,2,2,2,0,2,1,1,0,72.9,4323
1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,3,46.0,4172
1,0,0,0,40,1,2,1,0,0,0,0,2,0,0,1,2,84.9,2923
